# $\sigma_8$ $n_\mathrm{s}$ $h$ $\Omega_\mathrm{b}$ $\Omega_\mathrm{m}$ $\zeta_\mathrm{UV}$ $T_\mathrm{vir}$ $E_0$ $L_\mathrm{X}$
8.751934279501438763e-01 9.529600650072097556e-01 7.224102426692843304e-01 5.956694241613149504e-02 3.327046924829483165e-01 2.341960236430168152e+01 4.597645960748195648e+00 6.372419991530478001e+02 3.957930448651313782e+01
8.755903939902782707e-01 9.601774363219738317e-01 6.983467509597539591e-01 4.302772888913750787e-02 3.812346421182155609e-01 2.851908205542713404e+01 4.346306507661938490e+00 3.141121904365718365e+02 3.998639751784503460e+01
7.874529530107975406e-01 9.530099184066057605e-01 6.687519185245036635e-01 5.243534035980701447e-02 2.829947717487811820e-01 2.667568115983158350e+01 4.528246939554810169e+00 7.932210858911275864e+02 4.060055562853813171e+01
7.509991903603077112e-01 9.839370978623628305e-01 7.049160812050103697e-01 4.654382178559899469e-02 2.641488240659236597e-01 2.080043981783092022e+01 4.495345691218972206e+00 1.170558380708098412e+03 4.013215777464210987e+01
8.215726970136165708e-01 9.317695997655391915e-01 6.153094819188117404e-01 5.829577334225177765e-02 3.222272367775440571e-01 3.389478485099971294e+01 4.679225565865635872e+00 7.496839980594813824e+02 3.926928092166781425e+01
8.529451201856136366e-01 9.979294385761022790e-01 6.488472368195652429e-01 5.683019228279589941e-02 3.473790249228477789e-01 2.973557841032743454e+01 4.405187020450830104e+00 9.873875434510409832e+02 4.040565467998385429e+01
7.647930498421192658e-01 9.251356956362725148e-01 6.793470747396349596e-01 4.863294610753655239e-02 2.493687421083450317e-01 2.414126377552747726e+01 4.620123060792684200e+00 5.665123175829648972e+02 3.901126787252724171e+01
8.186688782274722520e-01 9.766697195172310275e-01 6.272742534056305885e-01 5.269001491367816814e-02 3.078628250956535473e-01 2.345203078817576170e+01 4.356191944330930710e+00 4.692679177969694138e+02 3.972865912318229675e+01
8.892277173697948900e-01 9.488759955018759573e-01 7.177931680902838174e-01 4.214964935556054365e-02 3.660339540243149337e-01 3.279545850586146116e+01 4.569185585528612314e+00 9.483776564709842205e+02 4.087383891455829144e+01
8.994407047331333116e-01 9.870034438371658725e-01 6.356530886888503984e-01 4.899263869971037105e-02 2.992529472708702065e-01 3.495848652906715870e+01 4.444210436567663791e+00 1.032241493649780750e+03 4.031957202591001987e+01
8.075183121860027846e-01 9.397971826046706001e-01 7.260549593716859595e-01 5.585640979930758809e-02 3.974929505586624057e-01 2.186047938652336597e+01 4.631215314194560229e+00 6.093878720887005329e+02 3.920687814429402351e+01
7.740295253694057243e-01 9.682435940951109599e-01 6.403512133657932592e-01 4.047626089304685870e-02 3.359886166453361911e-01 2.583187770564109087e+01 4.395195664092898191e+00 4.262816702015697956e+02 3.954929943941533566e+01
8.433962233364582506e-01 9.560373127460479736e-01 6.707337211817502309e-01 5.499687207862734295e-02 2.779100316762924128e-01 2.767894071061164141e+01 4.580261104926466764e+00 9.034147264435887337e+02 4.091266518086194992e+01
8.321030505001545396e-01 9.748921606689691099e-01 7.113028686866164074e-01 5.021224452182650178e-02 2.531098042428493455e-01 3.172094238456338644e+01 4.304251021146773937e+00 3.836834209039807320e+02 3.979130607098340988e+01
7.401562629640102697e-01 9.420596827566624087e-01 6.218133142963051530e-01 4.463688742369413542e-02 3.511202581226826047e-01 2.237385255750268698e+01 4.520369671285152435e+00 8.608173538930714130e+02 4.068618055246770382e+01
7.963818280398845539e-01 9.911519916355610027e-01 6.916084007546305923e-01 5.935209644958376607e-02 3.722733376920223103e-01 2.496692812070250511e+01 4.453319342434406636e+00 1.103074525762349367e+03 4.009281273558735847e+01
8.657240928709506456e-01 9.233194950968027781e-01 6.621308993175625268e-01 4.612111996859311752e-02 3.141020746529102348e-01 3.056490486487746239e+01 4.671380385756492615e+00 6.802200274541974068e+02 3.944909840263426304e+01
8.635397280752659110e-01 9.930527466535568060e-01 7.288221882656216177e-01 5.370196938514709695e-02 3.280442474782466755e-01 2.225448162760585546e+01 4.539107053726911367e+00 1.119194783829152584e+03 3.917680199444293976e+01
7.941911976039409682e-01 9.202980702370405774e-01 6.382783178612589925e-01 4.176262082532048586e-02 2.662059159576892764e-01 3.165739001240581274e+01 4.335488451272248689e+00 6.420479879714548588e+02 4.028308743052184582e+01
7.479718838632106737e-01 9.718125211447476985e-01 6.753779152408242448e-01 5.706087768077849898e-02 2.871972881257534027e-01 3.093980090692639351e+01 4.690044573694467367e+00 3.936077878810465336e+02 4.093779748305678368e+01
8.399124248325824382e-01 9.440578627586364568e-01 6.448458116874098422e-01 4.777718665078282273e-02 3.891970761120319700e-01 2.528777943924069405e+01 4.484483482688665035e+00 8.164751490578055382e+02 3.958267124183475971e+01
8.462069518864154816e-01 9.650126633793115749e-01 6.193056463450192783e-01 4.740690531209110908e-02 3.643192598223686240e-01 2.100958422757685184e+01 4.612428293004631641e+00 4.635645037516951561e+02 4.071140416152775288e+01
7.768437920510768979e-01 9.578842021524905936e-01 7.088868321478366541e-01 5.805776357650756225e-02 3.024077433347702182e-01 3.416157887317240238e+01 4.412923463061451557e+00 8.864327282644808292e+02 3.982476967200636864e+01
8.003290741145611120e-01 9.887527556717395916e-01 6.577535725384950904e-01 4.342208148911595733e-02 2.410638913512229697e-01 2.831841342616826296e+01 4.561449717357755063e+00 1.077472904417663813e+03 3.941917508654296398e+01
8.922549475729465440e-01 9.366243139654398808e-01 6.873156815767288430e-01 5.141606152057647677e-02 3.428145605325698675e-01 2.641547464299947023e+01 4.363884228840469781e+00 6.003252452239394188e+02 4.005648048222064972e+01
8.814133219420909882e-01 9.797615663707256450e-01 6.661325493082403959e-01 5.958764320239424983e-02 2.724446889758109780e-01 2.423867255449295044e+01 4.638958145678043543e+00 5.154468893073499203e+02 4.050013837590813637e+01
8.108582688868045674e-01 9.468900222331285699e-01 6.955773282423615145e-01 4.526049438863992413e-02 3.342828863859176880e-01 2.989435613155364990e+01 4.436522057652473094e+00 9.363349981606006622e+02 3.989531887508928776e+01
7.669786305725574405e-01 9.960018277913331719e-01 6.108094818517565416e-01 5.122902220115065075e-02 3.929387483000755799e-01 3.245718735735863447e+01 4.587947380542755305e+00 1.027458167821168900e+03 3.936463225632905960e+01
8.551345442235469552e-01 9.281302653253078461e-01 7.002736236527562497e-01 4.424503091722727099e-02 2.909391313791275246e-01 2.305061686318367720e+01 4.387453787028789520e+00 5.483355461619794369e+02 4.022024569474160671e+01
8.287631700932979184e-01 9.821706964820623442e-01 6.817645648121833934e-01 4.086567584425210981e-02 3.161685131490230560e-01 2.744598465505987406e+01 4.509557623788714054e+00 1.181732432451099157e+03 3.910677156411111355e+01
7.581837220489978657e-01 9.349253782629967091e-01 6.513497922569513321e-01 5.398253565654158315e-02 3.780798573791980810e-01 2.935258554760366678e+01 4.315117144212126554e+00 7.026089541614055634e+02 4.049389541894197464e+01
7.846434308588504658e-01 9.634303393959999795e-01 7.220839755237102864e-01 4.985082272440195111e-02 3.590733467042446225e-01 3.335050932131707668e+01 4.660511788353324469e+00 3.331575684249401093e+02 4.077351344563066959e+01
8.727749113738536568e-01 9.511850019544363377e-01 6.316571500152349250e-01 5.562330430373549350e-02 2.573228104412555450e-01 2.019485256634652615e+01 4.464131961390376269e+00 7.540465339086949825e+02 3.963767180219292641e+01
8.708372436463832633e-01 9.826614794880151882e-01 6.425438995659351615e-01 5.174973312765360212e-02 3.698362407088279791e-01 2.286767101380974054e+01 4.695983937755227267e+00 9.224737853743135929e+02 4.028116375207901001e+01
7.814343912899494038e-01 9.305330373346806239e-01 6.719962244480848224e-01 4.371363883838057240e-02 3.066014248132705733e-01 3.221567636821419001e+01 4.479486920312046649e+00 5.013788228854537010e+02 3.913575498573482037e+01
7.551525177061557681e-01 9.614213128387928409e-01 6.340975952148437678e-01 5.776551965624093787e-02 2.455615493655204651e-01 3.009192275814712048e+01 4.546543352678417804e+00 5.344013756141066551e+02 3.960418335720896721e+01
8.269606129825115559e-01 9.542928520590067132e-01 7.235692972689866664e-01 4.707376783713698720e-02 3.486453217267990179e-01 2.449486154131591320e+01 4.328860676661133944e+00 1.013291397783905268e+03 4.099831086583435535e+01
8.581675545871257915e-01 9.754038637876510931e-01 6.905289886519312414e-01 4.810849314555525752e-02 3.234647737443447357e-01 2.045089755207300186e+01 4.555646108835935237e+00 7.167491183616220951e+02 3.986191040463745594e+01
7.687793697416782646e-01 9.476492064446211394e-01 6.601066558435558784e-01 5.735495273023843987e-02 2.604497416317462788e-01 3.354798916727304459e+01 4.369019693881273092e+00 1.195638277195394039e+03 4.072504655644297600e+01
8.127977927029133021e-01 9.991440116614103140e-01 7.139716219529509411e-01 4.146801179274916399e-02 2.817621420323848658e-01 2.911115943919867277e+01 4.605045447498559597e+00 7.681412061676383018e+02 4.000768582336604595e+01
8.846205173432827307e-01 9.263893342018127974e-01 6.235372504964470375e-01 5.337134961038828007e-02 3.849288268387317524e-01 2.726318090688437223e+01 4.419601543992757620e+00 3.470471070148050785e+02 3.939375668764114380e+01
8.942134638130665447e-01 9.695265724509954941e-01 7.073504558950662879e-01 5.529291333630680788e-02 3.103402028977870764e-01 2.555907820351421833e+01 4.594578016921877506e+00 6.560190908610820770e+02 3.991677366569638252e+01
8.035174201428890717e-01 9.572812351584434332e-01 6.167990395426750094e-01 4.955644249916076743e-02 3.735748846828937930e-01 3.115247731097042561e+01 4.380020349845289651e+00 1.133372740354388952e+03 4.056071677245199680e+01
7.798956517875194061e-01 9.857668557763099582e-01 6.970329674333334280e-01 5.427622916176914891e-02 3.548869989812374337e-01 3.137147237081080675e+01 4.643945362791419562e+00 8.305192097090184689e+02 4.021826495975255966e+01
8.479886986315250397e-01 9.385215374082327422e-01 6.664933036267757238e-01 4.119660079479217640e-02 2.518033976852893652e-01 2.202712912578135729e+01 4.430573348328470829e+00 4.078844480216503143e+02 3.932364999316632748e+01
8.368611599504948151e-01 9.924056808650493222e-01 6.254843885079025556e-01 4.391227483749389482e-02 2.767105063796043152e-01 2.618826424237340689e+01 4.653836949169636306e+00 8.721826739609241486e+02 4.044503580592572689e+01
7.461895494163036657e-01 9.245341176539659811e-01 7.150731345638632330e-01 5.093715967610477902e-02 3.397253662347793357e-01 2.803258066531270742e+01 4.471518048644066212e+00 4.495487689040601254e+02 3.908141054958105087e+01
7.922333072125912201e-01 9.736653400212526011e-01 6.508055444434285297e-01 4.555182278156280629e-02 3.986876079440117016e-01 3.437416849657893181e+01 4.504413193464278820e+00 5.861206828616559505e+02 3.967474784888327122e+01
8.603507490456104856e-01 9.407937966287136522e-01 6.803751994296908245e-01 5.992108585312962143e-02 2.955210560560226352e-01 2.128073899075388908e+01 4.320911787450313568e+00 1.063473475724458694e+03 4.078721295669674873e+01
8.675363488495350106e-01 9.705686797946692090e-01 6.120664883777499066e-01 4.248240543529391289e-02 3.416301485896110490e-01 2.796431475784629583e+01 4.490305069833993912e+00 6.236473392695188522e+02 4.058685591630637646e+01
7.994227121770381972e-01 9.427749559283257197e-01 7.024754615500569122e-01 5.298187743872403987e-02 2.447867625951766768e-01 2.605862939264625311e+01 4.685123922675848540e+00 1.046295827161520720e+03 3.994932173192501068e+01
7.433751349151134225e-01 9.943283203244209778e-01 6.636377355083823426e-01 4.834161771461367718e-02 3.035970625281333990e-01 2.158978143706917763e+01 4.339723175019025270e+00 9.176098222844302654e+02 3.929464219696819782e+01
8.340505696833133698e-01 9.215345772355795217e-01 6.940273315086961103e-01 5.649674963206052780e-02 3.605914908647537276e-01 3.474635371938347816e+01 4.535724628716707230e+00 4.402424465864896774e+02 4.018101718649268150e+01
8.401791574060917256e-01 9.875382046401500746e-01 7.200652287900447535e-01 5.862616430968045633e-02 3.854210112988948889e-01 3.035268717445433140e+01 4.361282967403530719e+00 8.468282517045736313e+02 3.905224993452429771e+01
7.720801882445812447e-01 9.353707057982683093e-01 6.305685862153768140e-01 4.683820201084017837e-02 2.885142441093921928e-01 2.469608807004988194e+01 4.563340586796402754e+00 3.694617192260921001e+02 4.040763567574322224e+01
8.057079122960567608e-01 9.662784684449434724e-01 6.834976527094840382e-01 5.214164685457944870e-02 2.699770747125148640e-01 2.260074824560433626e+01 4.411909160390496076e+00 6.661940197460353374e+02 4.081326077878475189e+01
8.963979764282703488e-01 9.591109512746334165e-01 6.540130487829446393e-01 4.269680393859744127e-02 3.267321880161762060e-01 3.200640321243554354e+01 4.612781222537160275e+00 1.088841664418578148e+03 3.970720413140952587e+01
8.874361573159694760e-01 9.972384617477655366e-01 6.768766317144035982e-01 4.578981347382068967e-02 2.585449336469173298e-01 3.369684629142284393e+01 4.387709009647369207e+00 7.790714551694691181e+02 3.923229626752436161e+01
8.156071479618549613e-01 9.294059647619724585e-01 6.472746967896818582e-01 5.905802140012383211e-02 3.553884525597095778e-01 2.054393611848354340e+01 4.586835472285747173e+00 3.001676933839917183e+02 4.036836690083146095e+01
7.615949858725070687e-01 9.784785516560077223e-01 7.265690629556774693e-01 4.493149645626545036e-02 3.768528662621974945e-01 2.685894172172993422e+01 4.438315321505069910e+00 7.355987386777997017e+02 4.089902300201356411e+01
8.509769432246685472e-01 9.456460741907358747e-01 6.369553754851221550e-01 5.054286429658531865e-02 3.198582656681537850e-01 2.876096497755497694e+01 4.636259177327156422e+00 1.156707440782338381e+03 3.951215843111276627e+01
8.247713558375835419e-01 9.646572095155716564e-01 6.550243801623583106e-01 5.466320047155022455e-02 2.947553107142448225e-01 3.303742820862680674e+01 4.460651835426688194e+00 5.803915833123028278e+02 4.062566689401865005e+01
7.529667796194553508e-01 9.524509292095899582e-01 6.855313062667847124e-01 4.018470354378223669e-02 3.916622489690780862e-01 2.363543535117059946e+01 4.664648900553584276e+00 1.001499408669769764e+03 3.976979417167603970e+01
7.892451389133929851e-01 9.809169863909482645e-01 6.203282814472913520e-01 5.614865371957421247e-02 3.304715761542320607e-01 2.388461797498166561e+01 4.310098881646990954e+00 9.622938277199864388e+02 3.949014562740921974e+01
8.786514912545680955e-01 9.337107241153717041e-01 7.108542986214161363e-01 4.932577617466449293e-02 2.737163287401199185e-01 2.953755497001111507e+01 4.515281509980558994e+00 4.833909426815807819e+02 4.009473613835871220e+01
8.790433283150196342e-01 9.999084372818469735e-01 6.222057789191604016e-01 5.884116055443883164e-02 3.056102925539017079e-01 3.193064687307924032e+01 4.558056583255529759e+00 4.295902580022811890e+02 4.097376365773379803e+01
7.883723090589046523e-01 9.270362821966410261e-01 7.127267530933022455e-01 4.568601071834563904e-02 3.686203464865684953e-01 2.252499190624803305e+01 4.366545788198709310e+00 9.067288077436387539e+02 3.961111620068550110e+01
7.544157628715038033e-01 9.761680779606104474e-01 6.606473545357585131e-01 5.032508792355656901e-02 3.497731775045395120e-01 2.511608978733420372e+01 4.608595801144838688e+00 1.057614169176667929e+03 3.914100697822868824e+01
8.225338341295719280e-01 9.482959033548832295e-01 6.911584090068936259e-01 4.482555747032165860e-02 2.466016671061515841e-01 3.077268889173865318e+01 4.415926914662122726e+00 6.347411066293716431e+02 4.025444836542010307e+01
8.514053799211979134e-01 9.620244466513395709e-01 7.246957045793532837e-01 4.004115164279938022e-02 2.617535264790057936e-01 3.481660974211990833e+01 4.693487197533250388e+00 1.099281938374042511e+03 3.938313121721148491e+01
7.607099656760692996e-01 9.547785162925720437e-01 6.350788069516419831e-01 5.448593618348240852e-02 3.249930153787136122e-01 2.166003745980560780e+01 4.481871424987912356e+00 6.764080426655709743e+02 4.002805212326347828e+01
8.170878909528255241e-01 9.832647103071212591e-01 6.712504614889621690e-01 4.918130874633788729e-02 3.834883184731007200e-01 2.562946524936705828e+01 4.542891569808125141e+00 3.596875987015664577e+02 4.074715378880500793e+01
8.851815290749073251e-01 9.310187619179487450e-01 6.416508220881222968e-01 5.596925320103764145e-02 2.804096768796444095e-01 2.753515061456710100e+01 4.332437035813927473e+00 8.368269816040992737e+02 3.985351510159671307e+01
8.959841857850552316e-01 9.729060283303261336e-01 6.778714849427341926e-01 5.288600925356149590e-02 3.748786695301532523e-01 2.970899101346731186e+01 4.657509379088878632e+00 1.145835096482187510e+03 3.932817696966230869e+01
8.065978129208087877e-01 9.401519628614187774e-01 6.483891756460070654e-01 4.227469986304641103e-02 3.118684445321560084e-01 2.405605401843786240e+01 4.467965483665466309e+00 7.249378798529505730e+02 4.019228984788060188e+01
7.706140960752964064e-01 9.916461183875798779e-01 7.181918692961335449e-01 5.640240732580423244e-02 2.503628893196582772e-01 2.336879156064242125e+01 4.506896916031837286e+00 3.112667379900813103e+02 4.053642251156270504e+01
8.424386708438396099e-01 9.238920721411705284e-01 6.286920156702399121e-01 4.813421731814741811e-02 3.535345338284969774e-01 3.277078441809862852e+01 4.318511117994785486e+00 7.903845199383795261e+02 3.992346882075071335e+01
8.336440865695476932e-01 9.851587606221436921e-01 6.692607047408819509e-01 4.666887229308486207e-02 3.387342339754104703e-01 2.860966338310390711e+01 4.590999482199549675e+00 4.936102026142179966e+02 4.081004475802183151e+01
7.442430843412876085e-01 9.380309115350247140e-01 6.996544282138347226e-01 5.849176768213509847e-02 2.754946121573448314e-01 2.670764012727886438e+01 4.383669945225119768e+00 9.727288646623492241e+02 3.966561271809041500e+01
7.979590781033039093e-01 9.689185373485088570e-01 6.139439914375542928e-01 4.252900009974837359e-02 2.966489118337631292e-01 2.083437646739184856e+01 4.641570698842406806e+00 9.915068490430712700e+02 3.907053448632359505e+01
8.697689853608607802e-01 9.567907065898180186e-01 7.043479207158088728e-01 5.200755540281534056e-02 3.997277256846428206e-01 3.398728664033114910e+01 4.433079917356371524e+00 5.706087523140013218e+02 4.046563743986189365e+01
8.619535218179226188e-01 9.671501615643501859e-01 6.526784613728523476e-01 4.941693432629108707e-02 2.436685198545455733e-01 2.729500623885542154e+01 4.352358498051762226e+00 1.009663063008338213e+03 4.015843166410923004e+01
7.901495368778705952e-01 9.599432905763387591e-01 6.822522447258233536e-01 5.510870644822716408e-02 3.405804178118705949e-01 2.914298477116972208e+01 4.572188082709908841e+00 5.305590072646737099e+02 3.930353486351668835e+01
7.464275969564914126e-01 9.884099950641394017e-01 6.311119429767131361e-01 4.105800814926624520e-02 3.615730100870132580e-01 3.314265019260346889e+01 4.401792931929231045e+00 5.056593636050820351e+02 3.996043979749083519e+01
8.358345787227153822e-01 9.362031051516532809e-01 7.206956460326909841e-01 5.409415850415826010e-02 3.048225697875022733e-01 2.004555857740342617e+01 4.622783665731549085e+00 9.265428540296852589e+02 4.056600846536457539e+01
8.496280758082866980e-01 9.947460616379976139e-01 6.951568546518682723e-01 5.071442434564232826e-02 2.899448342621326336e-01 2.443923965096473694e+01 4.499129635840654728e+00 3.504478764720261097e+02 3.970243133790791035e+01
7.777996958792209314e-01 9.219129751622677782e-01 6.646194863691925470e-01 4.381114251911640001e-02 3.867833946645259924e-01 3.003630086779594421e+01 4.676173578947782516e+00 7.713322335854172707e+02 4.083947789296507835e+01
8.037872226536273423e-01 9.709862093627452673e-01 7.017270405218004603e-01 5.969926605001091291e-02 3.254383213818073384e-01 3.260088089387863874e+01 4.349748560041189371e+00 1.192889713682234287e+03 4.043168747238814831e+01
8.931697712838649883e-01 9.431531030684709993e-01 6.111724140122533067e-01 4.545282669365405953e-02 2.684389148652553403e-01 2.325287553947418928e+01 4.525634310394525350e+00 7.137847912497818470e+02 3.904580105841159821e+01
8.829957909882069078e-01 9.800305660068988622e-01 7.083482050150632370e-01 4.354102862998843193e-02 3.568190427124500186e-01 2.109466881491243839e+01 4.450657683238387285e+00 4.040368158370256424e+02 3.952253809943795204e+01
8.148986338078976210e-01 9.328636578470468343e-01 6.179106225073337511e-01 5.162060093134641925e-02 2.599073170125484333e-01 3.418809832073748112e+01 4.674773408100008965e+00 8.268961387686431408e+02 4.087889868952333927e+01
7.685242132842540208e-01 9.637708494812250448e-01 6.886528778821230379e-01 4.689963174983859118e-02 3.185643990337848619e-01 2.834318407345563173e+01 4.301247660443186405e+00 1.137433125358074903e+03 4.034601718932390213e+01
8.592161275446414948e-01 9.516039599478245403e-01 6.582328397035598355e-01 5.763608228415250528e-02 3.753147064149380263e-01 2.649886765051633120e+01 4.524202242121100781e+00 6.603083152323961258e+02 3.924093786440789700e+01
8.253431893885135873e-01 9.780756901949644311e-01 6.397251557186245385e-01 5.726541709154844145e-02 3.905440062284469827e-01 2.222236172761768103e+01 4.397807642817497253e+00 1.066655806079506874e+03 4.011952964030206203e+01
7.572314028441905487e-01 9.452825558185578014e-01 7.291918138787150117e-01 4.789613379165530427e-02 2.937055799365043685e-01 3.156670497264713049e+01 4.576818390190600994e+00 5.895301493816077709e+02 3.948297030478715897e+01
7.811816976964474080e-01 9.968353492021561069e-01 6.444168118014931279e-01 5.328028809279203304e-02 2.746978479623794489e-01 3.084737421944737434e+01 4.447261963784694849e+00 4.465791913680732250e+02 3.976478416658937931e+01
8.718589444458484383e-01 9.290422349423170800e-01 6.738732641562819037e-01 4.125534726306796102e-02 3.316970834136009350e-01 2.525397511199116707e+01 4.627430897951126276e+00 8.694393608719110489e+02 4.065213647857308388e+01
8.749196781218051555e-01 9.773851693421602427e-01 7.164605981484055697e-01 4.512159656733274321e-02 2.842105181515216517e-01 2.621292491909116507e+01 4.409247685223817825e+00 8.126332098618149757e+02 3.925864064693450928e+01
7.829747025668620797e-01 9.495520637929439900e-01 6.260305758938192744e-01 5.940526736900210436e-02 3.822259317338466689e-01 2.811586370225995779e+01 4.616174440830945969e+00 3.899790239520370960e+02 4.015253887884318829e+01
7.591981349885463803e-01 9.986449436843395366e-01 6.798883863165974262e-01 4.410582792013883341e-02 3.211872763931751251e-01 3.445936484262347221e+01 4.358279790729284286e+00 6.461166274733841419e+02 4.062267861887812614e+01
8.285422499477863578e-01 9.258118564635515746e-01 6.494758940860628771e-01 5.104512048885226361e-02 2.630208204686641515e-01 2.130737019702792168e+01 4.567173353582620443e+00 1.123475753702223301e+03 3.997798645682632923e+01
8.572475512325763436e-01 9.845111015439033109e-01 6.164369598776101578e-01 5.376041067764163184e-02 2.478403431177139127e-01 2.546653260476887226e+01 4.342334957793354988e+00 6.035158434882760048e+02 4.084927690215408802e+01
7.653270088136195914e-01 9.323042114824057203e-01 7.058960720896720886e-01 4.076637458056211333e-02 3.460753878951072782e-01 3.111855407245457172e+01 4.532281729951501248e+00 1.080874103028327227e+03 3.973560677096247673e+01
8.118360821902752544e-01 9.607511939853430327e-01 6.680055149644612555e-01 5.540087414905428553e-02 3.673865669965744041e-01 3.133946959394961596e+01 4.493356401100754738e+00 8.834688303060829639e+02 3.901653562299907207e+01
8.812045921385288638e-01 9.535443231463432978e-01 6.974544070661068407e-01 4.974999558180570602e-02 3.093031761050224482e-01 2.193656120914965868e+01 4.681339322403073488e+00 4.608155110850930214e+02 4.037892353534698486e+01
8.901272897422314312e-01 9.904218196123838469e-01 6.596265361830592200e-01 4.158817956224084011e-02 3.959645515680313421e-01 2.024315733462572098e+01 4.306265631318091813e+00 5.447120460681617260e+02 4.093551175668835640e+01
8.019758106768131167e-01 9.226287043094635321e-01 6.891927592828869242e-01 5.357222683727741463e-02 2.979493102431297613e-01 3.339881408959627151e+01 4.518284191191196619e+00 1.023610964789986610e+03 3.954014953412115574e+01
7.758513326942920729e-01 9.741620808839798196e-01 6.249331259354948820e-01 4.760488161817193198e-02 2.792626446485519387e-01 2.896006389986723661e+01 4.457257942855358479e+00 9.406246516853570938e+02 3.919598635286092758e+01
8.464108012616634591e-01 9.413689475506544779e-01 7.145092830434441877e-01 5.693205066025257277e-02 3.374289676547050920e-01 2.705346300732344389e+01 4.667309689521789373e+00 5.195068451575934887e+02 4.034018938802182674e+01
8.377823089063167750e-01 9.676844651997089652e-01 6.735017414391040180e-01 5.796639688313007244e-02 3.523360045254230744e-01 2.301147452089935541e+01 4.442099082097411333e+00 7.574564295820891857e+02 3.945364015363156796e+01
7.496454973518847931e-01 9.555175761133432033e-01 6.429719191044569460e-01 4.719393560662865639e-02 2.541010938584804535e-01 3.241804501507431269e+01 4.633206994459032835e+00 3.363394696265459061e+02 4.006682284921407700e+01
7.931914307177067025e-01 9.864441082626581592e-01 7.231988048553465998e-01 5.132683105766773501e-02 3.130621142685413583e-01 3.029237809590995312e+01 4.391150877997278990e+00 6.998652119189500809e+02 4.066187056340277195e+01
8.637655286490917295e-01 9.392771996557712777e-01 6.326517385989427478e-01 4.321002731099724686e-02 3.711453340947628021e-01 2.463669451884925365e+01 4.584222647175193011e+00 1.178763284068554640e+03 3.979801695421338081e+01
8.665797953307629031e-01 9.896734344214200840e-01 6.859822792559862048e-01 5.563893860206008124e-02 2.672557945549488001e-01 3.295407722238451242e+01 4.602042842283845303e+00 7.388025543652474880e+02 3.957788368873298168e+01
7.960021592676639335e-01 9.374274849891662820e-01 6.565070581436156516e-01 4.888700488954782208e-02 3.291623328626155920e-01 2.361064950469881296e+01 4.423434882238507448e+00 1.159906621277332306e+03 4.096402935683727264e+01
7.424597401916980255e-01 9.659330958127975153e-01 7.094294338673352573e-01 5.477970605716109276e-02 3.879714114964008531e-01 2.385814054869115353e+01 4.552985205128789126e+00 8.043152824044227600e+02 4.030715494044125080e+01
8.305930708348751024e-01 9.586871664971113871e-01 6.199366827309131800e-01 4.037215296179056528e-02 2.862159167230129420e-01 2.945245518349111080e+01 4.372413483634590925e+00 3.254301032982766628e+02 3.917033740505576134e+01
8.442201708257198733e-01 9.722594209015369415e-01 6.459741220250725391e-01 4.449272517114877951e-02 3.010455173254013017e-01 3.373066581785678864e+01 4.549595638364553274e+00 9.585921085439622402e+02 4.003388020023703575e+01
7.736669678986072274e-01 9.443872467428445772e-01 6.763607430085539773e-01 5.003314917907118742e-02 3.628885218501091137e-01 2.063632078468799591e+01 4.325077030807733536e+00 4.797077625989913940e+02 3.942808251269161701e+01
8.097851850092411263e-01 9.934997019916772532e-01 6.375306241586804479e-01 4.597726289182901133e-02 3.443525725603103771e-01 2.694964196067303419e+01 4.698596674948930740e+00 5.565106183290481567e+02 3.983590345084667206e+01
8.979429106414318351e-01 9.206275464594364522e-01 7.279274652525782319e-01 5.917452698573470032e-02 2.423579153418540799e-01 2.879304285626858473e+01 4.476044975966215311e+00 9.776138520799577236e+02 4.069054099731147289e+01
8.883891238272190183e-01 9.625147701054811433e-01 6.291517899930476609e-01 5.234130322933196883e-02 3.329206603765487715e-01 3.050196596421301365e+01 4.501019875332713305e+00 8.927542967721819878e+02 4.024505398608744144e+01
8.190265552699566021e-01 9.503869400918484311e-01 7.196656759828329308e-01 4.282063366845249852e-02 2.710139510035514676e-01 2.490398922003805637e+01 4.323573150858282865e+00 4.154088967479765415e+02 3.935744214430451393e+01
7.625115261971950886e-01 9.812549202144146276e-01 6.544701430201530501e-01 5.819959998130798395e-02 2.924771434068679787e-01 2.281033382285386324e+01 4.650004273280501366e+00 6.207005077041685581e+02 3.989029312692582607e+01
8.544380290806293798e-01 9.341270703822375232e-01 6.849740950018167185e-01 4.633581103757023617e-02 3.942327722907066345e-01 3.215742364991456270e+01 4.474521304294467150e+00 1.043340967409312725e+03 4.052662370353937149e+01
8.207316406071185622e-01 9.955499711632728177e-01 7.030426407977938830e-01 4.846544744446873443e-02 3.791297359764576047e-01 2.776201406028121710e+01 4.647388182580471039e+00 6.906546352431178093e+02 3.964806625992059708e+01
7.513837395608424785e-01 9.277959247678518873e-01 6.134328456595540269e-01 5.669640600681304793e-02 3.172865985333919725e-01 2.591495105531066656e+01 4.427961474657058361e+00 1.113294214848428965e+03 4.075337434373795986e+01
7.851641266047955092e-01 9.793098022788763179e-01 6.927206346020102767e-01 4.198001446202397069e-02 2.560971458256244837e-01 2.144779467955231667e+01 4.598362728953361511e+00 8.510349520482122898e+02 4.047152996435761452e+01
